"EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","PERSON_ID","PERSON_NUMBER","BLOOD_TYPE","CORRESPONDENCE_LANGUAGE","START_DATE","DATE_OF_BIRTH","DATE_OF_DEATH","COUNTRY_OF_BIRTH","REGION_OF_BIRTH","TOWN_OF_BIRTH","SOURCESYSTEMOWNER","SOURCESYSTEMID","ACTIONCODE","REASONCODE","PERSONDUPLICATECHECK","RETIREMENTDATE"
"15-01-2004","31-12-4712",22681,"1666",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2004","31-12-4712",22682,"1667",,,"15-01-2004","19-06-1951",,,,,,,,,,
"15-01-2004","31-12-4712",22683,"1668",,,"15-01-2004","28-02-1949",,,,,,,,,,
"15-01-2004","31-12-4712",22684,"1669",,,"15-01-2004","22-10-1955",,,,,,,,,,
"15-01-2004","31-12-4712",22685,"1670",,,"15-01-2004","10-09-1959",,,,,,,,,,
"15-01-2004","31-12-4712",22635,"1620",,,"15-01-2004","22-10-1955",,,,,,,,,,
"15-01-2004","31-12-4712",22636,"1621",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2004","31-12-4712",22637,"1622",,,"15-01-2004","10-09-1959",,,,,,,,,,
"15-01-2004","31-12-4712",22638,"1623",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22639,"1624",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22640,"1625",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22641,"1626",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22642,"1627",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22643,"1628",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22644,"1629",,,"15-01-2004","04-04-1962",,,,,,,,,,
"15-01-2004","31-12-4712",22645,"1630",,,"15-01-2004","10-09-1959",,,,,,,,,,
"15-01-2004","31-12-4712",22646,"1631",,,"15-01-2004","22-10-1955",,,,,,,,,,
"15-01-2004","31-12-4712",22647,"1632",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2004","31-12-4712",22648,"1633",,,"15-01-2004","19-06-1951",,,,,,,,,,
"15-01-2004","31-12-4712",22649,"1634",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2004","31-12-4712",22650,"1635",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22651,"1636",,,"15-01-2004","22-10-1955",,,,,,,,,,
"15-01-2004","31-12-4712",22652,"1637",,,"15-01-2004","04-04-1962",,,,,,,,,,
"15-01-2004","31-12-4712",22653,"1638",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2004","31-12-4712",22654,"1639",,,"15-01-2004","19-06-1951",,,,,,,,,,
"15-01-2004","31-12-4712",22655,"1640",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22656,"1641",,,"15-01-2004","28-02-1949",,,,,,,,,,
"15-01-2004","31-12-4712",22657,"1642",,,"15-01-2004","22-10-1955",,,,,,,,,,
"15-01-2004","31-12-4712",22658,"1643",,,"15-01-2004","10-09-1959",,,,,,,,,,
"15-01-2004","31-12-4712",22659,"1644",,,"15-01-2004","10-09-1959",,,,,,,,,,
"15-01-2004","31-12-4712",22660,"1645",,,"15-01-2004","10-09-1959",,,,,,,,,,
"15-01-2004","31-12-4712",22661,"1646",,,"15-01-2004","19-06-1951",,,,,,,,,,
"15-01-2004","31-12-4712",22662,"1647",,,"15-01-2004","04-04-1962",,,,,,,,,,
"15-01-2004","31-12-4712",22663,"1648",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2004","31-12-4712",22664,"1649",,,"15-01-2004","19-06-1951",,,,,,,,,,
"15-01-2004","31-12-4712",22665,"1650",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2004","31-12-4712",22666,"1651",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22667,"1652",,,"15-01-2004","22-10-1955",,,,,,,,,,
"15-01-2004","31-12-4712",22668,"1653",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22669,"1654",,,"15-01-2004","12-12-1966",,,,,,,,,,
"15-01-2004","31-12-4712",22670,"1655",,,"15-01-2004","04-04-1962",,,,,,,,,,
"15-01-2004","31-12-4712",22671,"1656",,,"15-01-2004","10-09-1959",,,,,,,,,,
"15-01-2004","31-12-4712",22672,"1657",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2004","31-12-4712",22673,"1658",,,"15-01-2004","10-09-1959",,,,,,,,,,
"15-01-2004","31-12-4712",22674,"1659",,,"15-01-2004","22-10-1955",,,,,,,,,,
"15-01-2004","31-12-4712",22675,"1660",,,"15-01-2004","10-08-1960",,,,,,,,,,
"15-01-2003","31-12-4712",14034,"91",,,"30-11-2000","12-12-1966",,,,,,,,,,
"15-01-2003","31-12-4712",13456,"1285",,,"15-01-2003","19-06-1965",,,,,,,,,,
"15-01-2002","31-12-4712",5984,"531",,,"15-01-2002","10-06-1975",,,,,,,,,,
"15-01-2002","31-12-4712",15474,"204",,,"15-01-2002","23-03-1955",,,,,,,,,,
"15-01-2002","31-12-4712",5983,"530",,,"15-01-2002","13-07-1975",,,,,,,,,,
"15-01-2001","31-12-4712",8153,"930",,,"15-01-2001","19-06-1966",,,,,,,,,,
"15-01-2001","31-12-4712",19895,"145",,,"15-01-2001","17-05-1969",,,,,,,,,,
"15-01-2001","31-12-4712",19894,"144",,,"15-01-2001","23-03-1970",,,,,,,,,,
"15-01-2001","31-12-4712",8152,"929",,,"15-01-2001","19-06-1966",,,,,,,,,,
"15-01-2001","31-12-4712",10926,"1104",,,"01-12-2000","04-04-1962",,,,,,,,,,
"15-01-2000","31-12-4712",19915,"149",,,"15-01-2000","19-10-1972",,,,,,,,,,
"15-01-1998","31-12-4712",12333,"124",,,"15-01-1998","22-02-1967",,,,,,,,,,
"15-01-1997","31-12-4712",854,"166",,,"15-01-1997","15-06-1965",,,,,,,,,,
"15-01-1997","31-12-4712",855,"167",,,"15-01-1997","15-03-1962",,,,,,,,,,
"15-01-1997","31-12-4712",852,"164",,,"15-01-1997","11-03-1952",,,,,,,,,,
"15-01-1997","31-12-4712",853,"165",,,"15-01-1997","01-07-1970",,,,,,,,,,
"15-01-1990","31-12-4712",128,"58",,,"15-01-1990","28-10-1960",,,,,,,,,,
"14-12-2005","31-12-4712",14103,"160",,,"12-12-2002","10-09-1959",,,,,,,,,,
"14-12-2005","31-12-4712",23357,"264",,,"19-03-2005","19-06-1951",,,,,,,,,,
"14-12-2003","31-12-4712",14063,"120",,,"03-05-2002","22-10-1955",,,,,,,,,,
"14-12-1994","31-12-4712",5,"4",,,"14-12-1994","12-12-1960",,,,,,,,,,
"14-11-2011","31-12-4712",29285,"1964",,,"30-04-2007","22-10-1955",,,,,,,,,,
"14-11-2010","31-12-4712",28864,"450",,,"14-11-2010","19-06-1951",,,,,,,,,,
"14-11-2008","31-12-4712",28150,"331",,,"14-11-2008","19-06-1981",,,,,,,,,,
"14-11-2008","31-12-4712",28241,"377",,,"14-11-2008","19-06-1951",,,,,,,,,,
"14-11-2007","31-12-4712",28937,"422",,,"14-11-2007","19-06-1981",,,,,,,,,,
"14-11-2007","31-12-4712",14124,"181",,,"14-11-2007","19-06-1951",,,,,,,,,,
"14-11-2006","31-12-4712",13797,"1409",,,"14-11-2006","12-12-1966",,,,,,,,,,
"14-11-2006","31-12-4712",13823,"1435",,,"14-11-2006","04-04-1962",,,,,,,,,,
"14-11-2005","31-12-4712",23452,"230",,,"14-11-2005","19-06-1981",,,,,,,,,,
"14-11-2005","31-12-4712",15995,"272",,,"14-11-2005","19-06-1951",,,,,,,,,,
"14-11-2002","31-12-4712",9682,"1012",,,"14-11-2002","09-01-1974",,,,,,,,,,
"14-11-2002","31-12-4712",9629,"1011",,,"14-11-2002","04-08-1964",,,,,,,,,,
"14-11-2002","31-12-4712",9703,"1014",,,"14-11-2001","19-06-1965",,,,,,,,,,
"14-11-2002","31-12-4712",14069,"126",,,"01-10-2000","19-06-1951",,,,,,,,,,
"14-11-2001","31-12-4712",9702,"1013",,,"14-11-2001","19-06-1965",,,,,,,,,,
"14-10-2002","31-12-4712",8160,"937",,,"14-10-2002","04-09-1975",,,,,,,,,,
"14-09-2003","31-12-4712",11003,"1136",,,"14-06-2002","12-12-1966",,,,,,,,,,
"14-08-2010","31-12-4712",29575,"332",,,"03-03-2009","20-11-1974",,,,,,,,,,
"14-08-2010","31-12-4712",28871,"457",,,"14-08-2010","10-08-1960",,,,,,,,,,
"14-08-2010","31-12-4712",29136,"1926",,,"03-03-2009","20-11-1974",,,,,,,,,,
"14-08-2009","31-12-4712",29551,"316",,,"03-03-2008","20-11-1974",,,,,,,,,,
"14-08-2009","31-12-4712",29112,"1910",,,"03-03-2008","20-11-1974",,,,,,,,,,
"14-08-2008","31-12-4712",22917,"1712",,,"03-03-2007","02-09-1965",,,,,,,,,,
"14-08-2008","31-12-4712",28248,"384",,,"14-08-2008","10-08-1960",,,,,,,,,,
"14-08-2008","31-12-4712",28157,"338",,,"14-08-2008","10-08-1960",,,,,,,,,,
"14-08-2007","31-12-4712",29245,"1941",,,"14-08-2007","19-06-1965",,,,,,,,,,
"14-08-2007","31-12-4712",27787,"151",,,"10-04-2006","07-05-1971",,,,,,,,,,
"14-08-2007","31-12-4712",28944,"429",,,"14-08-2007","10-08-1960",,,,,,,,,,
"14-08-2007","31-12-4712",27763,"300",,,"10-03-2006","07-05-1971",,,,,,,,,,
"14-08-2007","31-12-4712",22893,"1696",,,"03-03-2006","02-09-1965",,,,,,,,,,
"14-08-2007","31-12-4712",14042,"99",,,"14-08-2007","04-04-1962",,,,,,,,,,
"14-08-2006","31-12-4712",23265,"195",,,"10-03-2005","07-05-1971",,,,,,,,,,
"14-08-2006","31-12-4712",16584,"1548",,,"10-03-2005","07-05-1971",,,,,,,,,,
"14-08-2006","31-12-4712",24190,"135",,,"10-04-2005","07-05-1971",,,,,,,,,,
"14-08-2006","31-12-4712",14176,"1525",,,"10-03-2004","07-05-1971",,,,,,,,,,
"14-08-2005","31-12-4712",16002,"279",,,"14-08-2005","10-08-1960",,,,,,,,,,
"14-08-2005","31-12-4712",23459,"237",,,"14-08-2005","10-08-1960",,,,,,,,,,
"14-08-2003","31-12-4712",12303,"116",,,"14-08-2003","19-01-1966",,,,,,,,,,
"14-08-2001","31-12-4712",3520,"326",,,"01-01-2000","10-08-1968",,,,,,,,,,
"14-08-2001","31-12-4712",3521,"327",,,"01-01-2000","10-08-1968",,,,,,,,,,
"14-08-2001","31-12-4712",5642,"510",,,"14-08-2001","01-08-1969",,,,,,,,,,
"14-07-2011","31-12-4712",29576,"333",,,"05-04-2009","20-11-1974",,,,,,,,,,
"14-07-2011","31-12-4712",29552,"317",,,"05-04-2008","20-11-1974",,,,,,,,,,
"14-07-2011","31-12-4712",22918,"1713",,,"05-04-2007","23-11-1959",,,,,,,,,,
"14-07-2011","31-12-4712",29137,"1927",,,"05-04-2009","20-11-1974",,,,,,,,,,
"14-07-2011","31-12-4712",29113,"1911",,,"05-04-2008","20-11-1974",,,,,,,,,,
"14-07-2009","31-12-4712",27788,"152",,,"10-11-2006","23-11-1959",,,,,,,,,,
"14-07-2009","31-12-4712",27764,"301",,,"10-04-2006","23-11-1959",,,,,,,,,,
"14-07-2009","31-12-4712",22894,"1697",,,"05-04-2006","23-11-1959",,,,,,,,,,
"14-07-2008","31-12-4712",29389,"2068",,,"21-03-2008","12-12-1966",,,,,,,,,,
"14-07-2008","31-12-4712",23266,"196",,,"10-04-2005","23-11-1959",,,,,,,,,,
"14-07-2008","31-12-4712",16585,"1549",,,"10-04-2005","23-11-1959",,,,,,,,,,
"14-07-2008","31-12-4712",24191,"136",,,"10-11-2005","23-11-1959",,,,,,,,,,
"14-07-2006","31-12-4712",14177,"1526",,,"15-04-2004","23-11-1959",,,,,,,,,,
"14-07-2005","31-12-4712",13831,"1443",,,"21-03-2005","12-12-1966",,,,,,,,,,
"14-07-2004","31-12-4712",11017,"1150",,,"19-06-2003","22-10-1955",,,,,,,,,,
"14-07-2002","31-12-4712",14037,"94",,,"14-07-2002","04-04-1962",,,,,,,,,,
"14-07-2000","31-12-4712",4114,"375",,,"14-07-2000","22-04-1960",,,,,,,,,,
"14-06-2014","31-12-4712",29392,"2071",,,"20-09-2010","10-08-1960",,,,,,,,,,
"14-06-2006","31-12-4712",13821,"1433",,,"14-06-2006","12-12-1966",,,,,,,,,,
"14-06-2002","31-12-4712",11010,"1143",,,"17-08-1999","10-09-1959",,,,,,,,,,
"14-06-2002","31-12-4712",18864,"1575",,,"14-06-2002","19-06-1960",,,,,,,,,,
"14-06-2002","31-12-4712",14082,"139",,,"14-06-2002","04-04-1962",,,,,,,,,,
"14-06-2002","31-12-4712",7910,"80",,,"14-06-2002","01-02-1971",,"US",,"Lynchburg",,,,,,
"14-06-2001","31-12-4712",23370,"277",,,"14-06-2001","12-12-1966",,,,,,,,,,
"14-06-2000","31-12-4712",10916,"1094",,,"14-06-2000","22-10-1955",,,,,,,,,,
"14-05-2013","31-12-4712",29029,"454",,,"12-05-2010","19-07-1965",,,,,,,,,,
"14-05-2012","31-12-4712",29025,"453",,,"12-05-2009","19-07-1965",,,,,,,,,,
"14-05-2011","31-12-4712",27892,"262",,,"12-05-2008","19-07-1965",,,,,,,,,,
"14-05-2010","31-12-4712",27888,"261",,,"12-05-2007","19-07-1965",,,,,,,,,,
"14-05-2009","31-12-4712",22745,"161",,,"12-05-2006","19-07-1965",,,,,,,,,,
"14-05-2009","31-12-4712",29406,"2085",,,"01-01-2007","04-04-1962",,,,,,,,,,
"14-05-2008","31-12-4712",22741,"160",,,"12-05-2005","19-07-1965",,,,,,,,,,
"14-05-2008","31-12-4712",29358,"2037",,,"02-07-2006","06-08-1960",,,,,,,,,,
"14-05-2008","31-12-4712",29333,"2012",,,"02-12-2006","06-08-1960",,,,,,,,,,
"14-05-2007","31-12-4712",13790,"1402",,,"14-05-2007","19-06-1951",,,,,,,,,,
"14-05-2005","31-12-4712",13880,"1492",,,"02-07-2002","10-08-1960",,,,,,,,,,
"14-05-2005","31-12-4712",13762,"1374",,,"01-01-2005","04-04-1962",,,,,,,,,,
"14-05-2005","31-12-4712",13852,"1464",,,"02-12-2002","10-08-1960",,,,,,,,,,
"14-04-2008","31-12-4712",29304,"1983",,,"02-07-2002","10-08-1975",,,,,,,,,,
"14-04-2005","31-12-4712",13718,"1330",,,"02-07-2002","10-08-1960",,,,,,,,,,
"14-04-2002","31-12-4712",11360,"1219",,,"14-04-2002","10-12-1962",,,,,,,,,,
"14-03-2013","31-12-4712",28979,"464",,,"12-01-2010","19-07-1965",,,,,,,,,,
"14-03-2012","31-12-4712",28975,"463",,,"12-01-2009","19-07-1965",,,,,,,,,,
"14-03-2011","31-12-4712",27856,"302",,,"12-01-2008","19-07-1965",,,,,,,,,,
"14-03-2010","31-12-4712",27852,"301",,,"12-01-2007","19-07-1965",,,,,,,,,,
"14-03-2009","31-12-4712",22709,"286",,,"12-01-2006","19-07-1965",,,,,,,,,,
"14-03-2008","31-12-4712",22705,"285",,,"12-01-2005","19-07-1965",,,,,,,,,,
"14-03-2003","31-12-4712",12339,"130",,,"10-11-1996","16-06-1960",,,,,,,,,,
"14-03-2002","31-12-4712",4925,"202-92-2020",,,"01-01-1990","28-01-1970",,,,,,,,,,
"14-02-2008","31-12-4712",31273,"2103",,,"14-02-2008","19-06-1965",,,,,,,,,,
"14-02-2006","31-12-4712",31242,"2102",,,"14-02-2006","19-06-1961",,,,,,,,,,
"14-02-2006","31-12-4712",13757,"1369",,,"20-04-2005","19-06-1951",,,,,,,,,,
"14-02-2004","31-12-4712",11812,"1254",,,"01-11-2001","22-01-1955",,,,,,,,,,
"14-02-2001","31-12-4712",5112,"68",,,"01-01-1999","27-06-1954",,,,,,,,,,
"14-02-1999","31-12-4712",3608,"345",,,"16-09-1998","14-03-1961",,,,,,,,,,
"14-01-2007","31-12-4712",14096,"153",,,"14-01-2007","04-04-1962",,,,,,,,,,
"14-01-2003","31-12-4712",15450,"200",,,"14-01-2003","20-12-1969",,,,,,,,,,
"14-01-2003","31-12-4712",15449,"199",,,"14-01-2003","24-03-1965",,,,,,,,,,
"14-01-2003","31-12-4712",15448,"198",,,"14-01-2003","20-11-1968",,,,,,,,,,
"13-12-2008","31-12-4712",29337,"2016",,,"13-08-2007","12-12-1966",,,,,,,,,,
"13-12-2008","31-12-4712",29290,"1969",,,"11-01-2002","12-12-1966",,,,,,,,,,
"13-12-2007","31-12-4712",14094,"151",,,"04-11-2005","12-12-1966",,,,,,,,,,
"13-12-2006","31-12-4712",13830,"1442",,,"13-12-2006","10-09-1959",,,,,,,,,,
"13-12-2005","31-12-4712",13785,"1397",,,"01-10-2004","10-09-1959",,,,,,,,,,
"13-12-2005","31-12-4712",23187,"1834",,,"11-01-1999","12-12-1966",,,,,,,,,,
"13-12-2004","31-12-4712",11004,"1137",,,"02-05-2004","12-12-1966",,,,,,,,,,
"13-12-2004","31-12-4712",14154,"1508",,,"17-09-2002","29-02-1960",,,,,,,,,,
"13-12-2002","31-12-4712",14007,"64",,,"01-02-2001","10-09-1959",,,,,,,,,,
"13-12-2002","31-12-4712",10933,"1111",,,"02-01-2001","28-02-1949",,,,,,,,,,
"13-12-2001","31-12-4712",4672,"427",,,"12-03-2001","19-06-1966",,,,,,,,,,
"13-12-2001","31-12-4712",7421,"875",,,"01-01-1998","13-06-1971",,,,,,,,,,
"13-11-2010","31-12-4712",29390,"2069",,,"04-06-2007","28-02-1964",,,,,,,,,,
"13-11-2009","31-12-4712",29315,"1994",,,"30-04-2008","10-09-1968",,,,,,,,,,
"13-11-2009","31-12-4712",29342,"2021",,,"30-03-2009","06-09-1968",,,,,,,,,,
"13-11-2008","31-12-4712",29309,"1988",,,"04-09-2005","04-04-1962",,,,,,,,,,
"13-11-2007","31-12-4712",13779,"1391",,,"12-11-2006","22-10-1955",,,,,,,,,,
"13-11-2007","31-12-4712",14033,"90",,,"13-11-2007","12-12-1966",,,,,,,,,,
"13-11-2007","31-12-4712",13832,"1444",,,"04-06-2006","28-02-1949",,,,,,,,,,
"13-11-2006","31-12-4712",13729,"1341",,,"30-04-2006","10-09-1959",,,,,,,,,,
"13-11-2006","31-12-4712",13864,"1476",,,"30-03-2006","10-09-1959",,,,,,,,,,
"13-11-2005","31-12-4712",13883,"1495",,,"04-09-2003","04-04-1962",,,,,,,,,,
"13-11-2005","31-12-4712",13723,"1335",,,"04-09-2003","04-04-1962",,,,,,,,,,
"13-11-2003","31-12-4712",7712,"230-22-3834",,,"01-01-2000","13-06-1960",,,,,,,,,,
"13-11-2002","31-12-4712",9602,"1010",,,"13-11-2002","10-06-1956",,,,,,,,,,
"13-11-2001","31-12-4712",9499,"1008",,,"13-11-2001","04-01-1971",,,,,,,,,,
"13-10-2008","31-12-4712",29373,"2052",,,"29-06-2008","10-09-1959",,,,,,,,,,
"13-10-2007","31-12-4712",23363,"270",,,"13-10-2007","19-06-1951",,,,,,,,,,
"13-10-2005","31-12-4712",13815,"1427",,,"29-06-2005","10-09-1959",,,,,,,,,,
"13-10-2004","31-12-4712",13482,"1289",,,"07-01-2003","28-09-1968",,,,,,,,,,
"13-10-2003","31-12-4712",12312,"121",,,"18-02-1997","11-11-1966",,,,,,,,,,
"13-10-2003","31-12-4712",13638,"1314",,,"13-10-2003","19-06-1965",,,,,,,,,,
"13-10-2002","31-12-4712",10946,"1124",,,"17-06-2002","04-04-1962",,,,,,,,,,
"13-10-2002","31-12-4712",14100,"157",,,"20-09-2001","10-08-1960",,,,,,,,,,
"13-10-2001","31-12-4712",12693,"135",,,"13-10-2001","15-12-1950",,,,,,,,,,
"13-09-2007","31-12-4712",13865,"1477",,,"13-09-2007","12-12-1966",,,,,,,,,,
"13-09-2007","31-12-4712",13881,"1493",,,"13-09-2007","12-12-1966",,,,,,,,,,
"13-09-2007","31-12-4712",14064,"121",,,"04-07-2003","04-04-1962",,,,,,,,,,
"13-09-2007","31-12-4712",13761,"1373",,,"22-07-2005","22-10-1955",,,,,,,,,,
"13-09-2003","31-12-4712",14010,"67",,,"30-11-2002","10-09-1959",,,,,,,,,,
"13-08-2011","31-12-4712",29154,"1937",,,"09-12-2009","19-07-1965",,,,,,,,,,
"13-08-2011","31-12-4712",29593,"343",,,"09-12-2009","19-07-1965",,,,,,,,,,
"13-08-2009","31-12-4712",22935,"1723",,,"09-12-2007","23-11-1959",,,,,,,,,,
"13-08-2007","31-12-4712",29202,"475",,,"13-08-2007","01-01-1970",,,,,,,,,,
"13-08-2007","31-12-4712",13859,"1471",,,"13-08-2007","12-12-1966",,,,,,,,,,
"13-08-2007","31-12-4712",13756,"1368",,,"13-08-2007","28-02-1949",,,,,,,,,,
"13-08-2004","31-12-4712",14151,"1505",,,"17-02-2002","30-01-1969",,,,,,,,,,
"13-08-2002","31-12-4712",6338,"549",,,"06-11-2001","04-02-1966",,,,,,,,,,
"13-08-2002","31-12-4712",7428,"882",,,"15-02-2002","22-02-1977",,,,,,,,,,
"13-08-2001","31-12-4712",5292,"500",,,"19-07-2001","12-12-1973",,,,,,,,,,
"13-08-2001","31-12-4712",5296,"504",,,"19-07-2001","12-03-1971",,,,,,,,,,
"13-08-2001","31-12-4712",5298,"506",,,"19-07-2001","12-02-1971",,,,,,,,,,
"13-08-2001","31-12-4712",5295,"503",,,"19-07-2001","08-08-1970",,,,,,,,,,
"13-08-2001","31-12-4712",5293,"501",,,"19-07-2001","12-01-1968",,,,,,,,,,
"13-08-2001","31-12-4712",5294,"502",,,"19-07-2001","16-04-1972",,,,,,,,,,
"13-07-2008","31-12-4712",29378,"2057",,,"20-01-2005","10-09-1959",,,,,,,,,,
"13-07-2007","31-12-4712",29248,"1944",,,"13-07-2007","19-06-1965",,,,,,,,,,
"13-07-2007","31-12-4712",14088,"145",,,"13-07-2007","10-08-1960",,,,,,,,,,
"13-06-2007","31-12-4712",13739,"1351",,,"13-06-2007","12-12-1966",,,,,,,,,,
"13-06-2006","31-12-4712",23359,"266",,,"14-06-2001","10-09-1959",,,,,,,,,,
"13-06-1999","31-12-4712",6508,"580",,,"13-06-1999","08-02-1977",,,,,,,,,,
"13-06-1997","31-12-4712",33,"32",,,"01-01-1987","14-04-1969",,,,,,,,,,
"13-05-2004","31-12-4712",23316,"223",,,"22-08-2000","22-10-1955",,,,,,,,,,
"13-05-2003","31-12-4712",14079,"136",,,"12-12-2000","22-10-1955",,,,,,,,,,
"13-05-1997","31-12-4712",144,"73",,,"13-05-1997","27-07-1969",,,,,,,,,,
"13-04-2008","31-12-4712",23380,"287",,,"12-10-2001","28-02-1949",,,,,,,,,,
"13-04-2007","31-12-4712",28798,"1907",,,"13-04-2007","02-11-1961",,,,,,,,,,
"13-04-2006","31-12-4712",13843,"1455",,,"17-10-2004","19-06-1951",,,,,,,,,,
"13-04-2003","31-12-4712",13637,"1313",,,"13-04-2003","19-06-1965",,,,,,,,,,
"13-04-2000","31-12-4712",2750,"263",,,"12-02-1999","10-08-1968",,,,,,,,,,
"13-04-1998","31-12-4712",912,"174",,,"18-03-1998","11-06-1955",,,,,,,,,,
"13-04-1998","31-12-4712",932,"176",,,"18-03-1998","27-10-1955",,,,,,,,,,
"13-04-1998","31-12-4712",936,"178",,,"18-03-1998","15-07-1962",,,,,,,,,,
"13-04-1998","31-12-4712",1509,"206",,,"13-04-1998","16-04-1959",,,,,,,,,,
"13-04-1998","31-12-4712",937,"180",,,"18-03-1998","11-03-1958",,,,,,,,,,
"13-03-2009","31-12-4712",29311,"1990",,,"17-11-2006","19-06-1969",,,,,,,,,,
"13-03-2009","31-12-4712",29349,"2028",,,"17-11-2007","19-06-1971",,,,,,,,,,
"13-03-2006","31-12-4712",13725,"1337",,,"17-11-2004","19-06-1951",,,,,,,,,,
"13-03-2006","31-12-4712",13871,"1483",,,"17-11-2004","19-06-1951",,,,,,,,,,
"13-03-2000","31-12-4712",9788,"1015",,,"13-03-2000","10-06-1956",,,,,,,,,,
"13-03-1998","31-12-4712",733,"162",,,"13-03-1998","01-03-1955",,,,,,,,,,
"13-03-1998","31-12-4712",732,"161",,,"13-03-1998","11-03-1955",,,,,,,,,,
"13-03-1996","31-12-4712",138,"69",,,"13-03-1996","06-09-1967",,,,,,,,,,
"13-02-2009","31-12-4712",29310,"1989",,,"01-02-2006","10-08-1975",,,,,,,,,,
"13-02-2006","31-12-4712",23329,"236",,,"31-10-2002","19-06-1951",,,,,,,,,,
"13-02-2006","31-12-4712",13724,"1336",,,"01-02-2004","10-08-1960",,,,,,,,,,
"13-02-2005","31-12-4712",9079,"995",,,"01-01-2005","09-07-1970",,,,,,,,,,
"13-02-2002","31-12-4712",4998,"446",,,"18-11-2001","02-06-1966",,,,,,,,,,
"13-02-2002","31-12-4712",6519,"590",,,"13-02-2002","23-07-1966",,,,,,,,,,
"13-01-2009","31-12-4712",29385,"2064",,,"17-03-2008","10-08-1960",,,,,,,,,,
"13-01-2009","31-12-4712",29325,"2004",,,"13-06-2006","12-12-1966",,,,,,,,,,
"13-01-2006","31-12-4712",13827,"1439",,,"17-03-2005","10-08-1960",,,,,,,,,,
"13-01-2005","31-12-4712",14148,"1502",,,"17-05-2001","20-04-1973",,,,,,,,,,
"13-01-2004","31-12-4712",14083,"140",,,"22-12-2002","19-06-1951",,,,,,,,,,
"13-01-2003","31-12-4712",11022,"1155",,,"23-02-2002","10-08-1960",,,,,,,,,,
"13-01-2003","31-12-4712",9837,"1024",,,"13-01-2003","13-01-1960",,,,,,,,,,
"13-01-1996","31-12-4712",135,"66",,,"13-01-1996","10-08-1968",,,,,,,,,,
"12-12-2010","31-12-4712",29365,"2044",,,"30-05-2008","10-09-1959",,,,,,,,,,
"12-12-2009","31-12-4712",29382,"2061",,,"17-07-2008","19-06-1951",,,,,,,,,,
"12-12-2009","31-12-4712",29386,"2065",,,"28-12-2005","19-06-1951",,,,,,,,,,
"12-12-2007","31-12-4712",13807,"1419",,,"30-05-2005","10-09-1959",,,,,,,,,,
"12-12-2006","31-12-4712",13828,"1440",,,"28-12-2005","19-06-1951",,,,,,,,,,
"12-12-2006","31-12-4712",28797,"1906",,,"12-12-2006","12-12-1971",,,,,,,,,,
"12-12-2006","31-12-4712",13824,"1436",,,"17-07-2005","19-06-1951",,,,,,,,,,
"12-12-2003","31-12-4712",13886,"1498",,,"12-12-2003","10-09-1959",,,,,,,,,,
"12-12-2003","31-12-4712",23314,"221",,,"22-08-2002","12-12-1966",,,,,,,,,,
"12-12-2002","31-12-4712",11365,"1224",,,"12-12-2002","22-10-1965",,,,,,,,,,
"12-12-2001","31-12-4712",11370,"1229",,,"12-12-2001","31-12-1966",,,,,,,,,,
"12-12-1997","31-12-4712",6426,"564",,,"12-12-1997","09-10-1961",,,,,,,,,,
"12-12-1996","31-12-4712",134,"65",,,"12-12-1996","12-02-1960",,,,,,,,,,
"12-12-1995","31-12-4712",133,"64",,"US","12-12-1995","01-02-1955",,,,,,,,,,
"12-11-2011","31-12-4712",29410,"2089",,,"20-01-2007","22-10-1955",,,,,,,,,,
"12-11-2007","31-12-4712",13774,"1386",,,"20-01-2005","22-10-1955",,,,,,,,,,
"12-11-2005","31-12-4712",11054,"1175",,,"22-09-2004","12-12-1966",,,,,,,,,,
"12-11-1994","31-12-4712",10,"9",,,"12-11-1994","14-04-1966",,,,,,,,,,
"12-10-2007","31-12-4712",14060,"117",,,"12-10-2007","10-08-1960",,,,,,,,,,
